Status,Adult Mortality,infant deaths,Hepatitis B,Polio,Diphtheria,HIV/AIDS,thinness  1-19 years,thinness 5-9 years,Schooling,Life expectancy
-0.45446806118581407,-0.21438551409264978,-0.23967275719562342,0.6929254895914368,0.6634414270272342,0.6626741350743978,-0.3252071002831591,0.131912716956443,0.10024030525053204,1.1382489019058986,71.9
-0.45446806118581407,-0.13333597392846944,-0.14719700224406426,0.5785602216666998,-0.7077058597199888,-0.2281742618273428,-0.26511771772008974,-0.8123388977562612,-0.8029613287976952,0.29648520457199967,72.8
2.200374647650189,-0.5547935827822071,-0.2564865308231796,0.6929254895914368,0.6205930743163834,0.6202527828409815,-0.3252071002831591,-0.9472319855723618,-0.9791957939778371,1.0447196022021323,78.5
-0.45446806118581407,1.8118529900118587,0.5421677164857402,-0.5650924575806698,-3.3643037277927332,-3.3249329748667265,0.13547816603370547,-0.7898567164535778,-0.8029613287976952,-1.9170415550838091,46.8
-0.45446806118581407,0.03686806041630928,-0.1724176626853986,-0.9844317733047054,0.1921095472078763,-3.1976689181664777,-0.3252071002831591,-0.6999279912428441,-0.7148440962076241,-0.5141020595273106,72.5
-0.45446806118581407,-0.027971571715034994,-0.23967275719562342,-0.4507271896559329,-0.7077058597199888,-0.652387784161505,-0.3252071002831591,1.4358792325120824,1.4219987941015961,0.14060303839905536,67.2
2.200374647650189,-1.2680295362269942,-0.2564865308231796,0.6929254895914368,0.6634414270272342,0.6626741350743978,-0.3252071002831591,-0.9022676229669949,-0.891078561387766,1.2629546348442546,83.0
-0.45446806118581407,-1.227504766144904,-0.23126587038184532,0.6929254895914368,0.6205930743163834,0.6202527828409815,-0.3252071002831591,0.33425234868059395,0.2985040785781915,0.7953081363254213,74.9
-0.45446806118581407,0.49074548533571916,-0.012686813223614622,-0.22199665380645894,-0.40776739074403373,-0.39785967076100764,-0.28514751190777954,0.5141097991020613,0.47473854375833335,-0.5452784927618993,65.1
2.200374647650189,-0.5547935827822071,-0.2564865308231796,0.12559904543917821,0.6205930743163834,0.6202527828409815,-0.3252071002831591,-0.7224101725455274,-0.7148440962076241,1.5123661007209648,78.9
-0.45446806118581407,-0.28733010024041206,-0.2564865308231796,0.7310472455663491,0.6205930743163834,0.6626741350743978,-0.3252071002831591,2.2002733968033183,2.170995271117199,-0.07763199424306644,78.0
-0.45446806118581407,-1.1545601799971417,-0.021093700037392724,-0.37448367770610824,-0.49346409616573517,-0.5675450796946725,-0.28514751190777954,0.49162761779937786,0.47473854375833335,-0.5452784927618993,65.5
-0.45446806118581407,0.4015909911551208,0.19748535712083795,-0.4507271896559329,-0.2363739799006309,-0.652387784161505,-0.3252071002831591,-0.8797854416643115,1.0475005555937944,-0.10880842747765573,68.4
-0.45446806118581407,-0.16575578999414156,-0.2564865308231796,0.6929254895914368,0.6634414270272342,0.7050954873078139,-0.3252071002831591,-0.34021309039990916,-0.36237516584734053,0.7641317030908326,75.0
-0.45446806118581407,4.478382861413392,-0.021093700037392724,-0.5269707016057575,-0.5791608015874367,-0.6099664319280887,5.72379074439915,0.9187890625503632,0.8932953985611704,-0.857042825107788,44.6
-0.45446806118581407,-1.1383502719643057,-0.13879011543028616,0.38795144179213825,-3.1500619642384797,0.2808819649736518,-0.26511771772008974,-0.7898567164535778,-0.7809320206501774,-0.7011606589348436,69.7
-0.45446806118581407,0.8473634620581126,-0.23126587038184532,0.7310472455663491,0.6634414270272342,0.6626741350743978,-0.06481977584319217,0.6490028869181619,0.6069143926434399,-1.012924991280732,62.0
-0.45446806118581407,-1.1140354099150516,-0.2564865308231796,0.4641949537419629,0.5348963688946821,0.3657246694404842,-0.3252071002831591,-1.0821250733884624,-1.067313026567908,-0.04645556100847768,65.3
2.200374647650189,-0.7736273412254941,-0.23967275719562342,0.3498296858172259,0.4920480161838313,0.5354100783741491,-0.3252071002831591,-0.8573032603616281,-0.8470199450927306,1.543542533955554,89.0
-0.45446806118581407,1.3336607030431946,-0.1892314363129548,-2.814276060100497,-1.436127855804451,-3.28251162263331,-0.16496874678164097,0.4016988925886442,0.34256269487322705,-0.6699842257002548,58.1
-0.45446806118581407,0.7338941058282602,-0.23967275719562342,0.08297739399283964,-0.06498056905722802,-0.05848885289367794,-0.3252071002831591,0.5141097991020613,0.47473854375833335,-0.5764549259964886,61.0
-0.45446806118581407,2.2414155528820143,0.012533847217719689,0.6929254895914368,0.6205930743163834,0.6202527828409815,1.8981000545504043,0.4016988925886442,0.3645920030207447,-0.45174919305813305,54.1
2.200374647650189,-0.7817322952419121,-0.2564865308231796,0.5785602216666998,0.7062897797380849,0.7050954873078139,-0.3252071002831591,-0.9022676229669949,-0.891078561387766,0.5770731036832994,81.4
-0.45446806118581407,0.19896714074466995,-0.2564865308231796,0.6166819776416121,0.5348963688946821,0.5354100783741491,-0.3252071002831591,-0.6549636286374771,-0.6267268636175533,1.2629546348442546,73.0
-0.45446806118581407,2.1846808747670883,0.4160644142790687,-0.1457531418566343,-0.49346409616573517,-3.155247565933062,2.8995897639348924,-0.22780218388649198,-0.25222862510975186,-1.4805714897995654,58.0
-0.45446806118581407,0.5636900714834815,-0.24807964400940152,0.6548037336165246,0.5777447216055328,0.5778314306075653,-0.26511771772008974,2.7398457480677214,2.831874515542731,-0.48292562629272184,67.0
-0.45446806118581407,0.19086218672825192,-0.2564865308231796,-2.661789036200848,0.4920480161838313,-3.1128262136996456,-0.3252071002831591,-0.8348210790589446,-0.8249906369452128,-0.857042825107788,68.3
2.200374647650189,-0.7898372492583302,-0.2564865308231796,0.23546441789248895,0.4920480161838313,0.40814602167390046,-0.3252071002831591,-0.9472319855723618,-0.9351371776828016,0.8576610027945993,79.0
-0.45446806118581407,-0.28733010024041206,-0.004279926409836519,0.23546441789248895,-3.1500619642384797,-3.1128262136996456,-0.3252071002831591,0.019501810443025812,-0.009906235487056637,-0.04645556100847768,72.4
2.200374647650189,-0.7574174331926581,-0.24807964400940152,-2.928641328025234,0.5777447216055328,0.5778314306075653,-0.3252071002831591,-0.8797854416643115,-0.8690492532402484,1.3876603677826098,79.8
-0.45446806118581407,-0.04418147974787106,-0.23967275719562342,0.1592209059426643,0.020716136364473427,0.026353851573154497,-0.3252071002831591,1.4133970512093985,1.3999694859540786,0.14060303839905536,67.4
-0.45446806118581407,-0.21438551409264978,-0.24807964400940152,0.7691690015412614,0.7062897797380849,0.7050954873078139,-0.3252071002831591,0.5141097991020613,0.43067992746329803,-0.5141020595273106,72.6
-0.45446806118581407,-1.235609720161322,-0.23126587038184532,0.7691690015412614,0.7062897797380849,0.7050954873078139,-0.3252071002831591,0.3117701673779104,0.2985040785781915,0.7017788366216551,74.7
-0.45446806118581407,0.11791760058048961,-0.1640107758716205,0.3498296858172259,0.1921095472078763,0.23846061274023558,-0.30517730609546934,-0.6774458099401607,1.3338815615115251,-0.35821989335436627,68.3
-0.45446806118581407,1.8604827141103668,0.13023026261061313,-2.356814988401549,-3.407152080503584,-2.688612691365483,0.5961634323505701,1.0986465129718308,1.0475005555937944,-1.8858651218492204,49.6
-0.45446806118581407,-0.06849634179712516,-0.2564865308231796,0.7691690015412614,0.5777447216055328,0.5354100783741491,-0.3252071002831591,-0.2727665464918588,-0.29628724140478724,-3.756451115924552,73.6
-0.45446806118581407,-0.6115282608971334,-0.23967275719562342,0.5023167097168753,0.4063513107621299,0.40814602167390046,-0.3252071002831591,-0.9247498042696785,-0.891078561387766,0.9823667357329543,79.1
-0.45446806118581407,3.6192577356730804,0.10500960216927882,0.08297739399283964,0.14926119449702557,0.11119655603998693,3.3803048244394476,0.5590741617074283,0.5408264682008868,-0.7011606589348436,44.6
-0.45446806118581407,0.05307796844914534,-0.24807964400940152,0.5023167097168753,0.5348963688946821,0.45056737390731666,0.095418577658326,-0.6549636286374771,-0.6707854799125887,-0.20233772718142198,72.6
2.200374647650189,-0.8384669733568384,-0.23967275719562342,0.6548037336165246,0.5777447216055328,0.5778314306075653,-0.3252071002831591,-0.9921963481777287,-0.9791957939778371,1.3253075013134321,81.6
2.200374647650189,-0.7817322952419121,-0.23126587038184532,0.1618176052626944,0.6205930743163834,0.7050954873078139,-0.3252071002831591,-0.7224101725455274,-0.7809320206501774,0.8576610027945993,82.1
-0.45446806118581407,-0.20628056007623174,-0.24807964400940152,0.5023167097168753,0.4491996634729806,0.40814602167390046,-0.22505812934471028,-0.6999279912428441,-0.7148440962076241,0.23413233810282216,75.2
-0.45446806118581407,0.028763106399891245,-0.22285898356806721,0.27358617386740125,0.1921095472078763,0.19603926050681936,-0.3252071002831591,-0.5650349034267435,-0.5826682473225179,0.04707373869528856,71.5
-0.45446806118581407,-0.6925778010613137,-0.23967275719562342,-2.471180256326286,0.234957899918727,0.23846061274023558,-0.3252071002831591,-0.9921963481777287,-1.0012251021253546,1.169425335140488,79.5
-0.45446806118581407,-0.1495458819613055,-0.2564865308231796,0.6929254895914368,0.6634414270272342,0.6202527828409815,-0.3252071002831591,0.4466632551940111,0.4086506193157802,0.9823667357329543,74.6
-0.45446806118581407,-0.32785487032250227,-0.03790747366494893,0.6548037336165246,0.5777447216055328,0.5778314306075653,-0.3252071002831591,0.019501810443025812,-0.03193554363457449,0.07825017192987786,73.2
